,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,baronKillsdiff,riftHeraldKillsdiff,dragonKillsdiff,FIRE_DRAGONdiff,EARTH_DRAGONdiff,firstBaron,FIRE_DRAGONSoul,AIR_DRAGONdiff,ELDER_DRAGONdiff,WATER_DRAGONdiff,EARTH_DRAGONSoul,WATER_DRAGONSoul,AIR_DRAGONSoul
3398718990,702,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,,,,,,,,
3344586252,932,1,1.0,,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3424540176,1498,1,1.0,1.0,-1.0,1.0,0,2,2,1.0,,,,2.0,,-1.0,,,
3352712719,1938,1,-1.0,1.0,-1.0,-1.0,-1,-1,1,1.0,1.0,-1.0,,,,-1.0,,,
3323745806,1593,-1,1.0,-1.0,1.0,-1.0,-1,-1,1,1.0,,-1.0,,-1.0,,1.0,,,
3426768403,1821,-1,1.0,-1.0,-1.0,1.0,1,0,-4,,-1.0,1.0,,-1.0,,-2.0,,-1.0,
3403568662,1446,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436467735,1196,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3439089174,2100,1,1.0,1.0,1.0,,1,0,3,1.0,1.0,1.0,,,,1.0,1.0,,
3420608025,506,1,1.0,,1.0,,0,0,1,,,,,,,1.0,,,
3430569498,1590,-1,1.0,-1.0,-1.0,1.0,0,0,-2,-1.0,0.0,,,,,-1.0,,,
3433715224,811,-1,-1.0,-1.0,1.0,,0,0,-1,,-1.0,,,1.0,,-1.0,,,
3426073408,1540,1,-1.0,1.0,1.0,1.0,1,1,2,,1.0,1.0,,1.0,,0.0,,,
3425588770,2042,1,-1.0,1.0,1.0,1.0,0,1,0,1.0,1.0,-1.0,,,,-2.0,,,
3445380650,1943,-1,-1.0,1.0,-1.0,1.0,0,2,-3,,-3.0,1.0,,-1.0,,1.0,-1.0,,
3436860971,912,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3434370604,1135,1,1.0,1.0,1.0,1.0,0,1,3,1.0,1.0,,,,,1.0,,,
3362805294,1606,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3436074547,1614,-1,1.0,-1.0,-1.0,1.0,-1,2,-4,-1.0,-1.0,-1.0,,,,-2.0,,-1.0,
3436336697,1745,-1,-1.0,-1.0,-1.0,1.0,1,2,-2,-2.0,1.0,1.0,,-1.0,,,,,
3441710655,2014,1,-1.0,1.0,-1.0,1.0,1,0,-1,1.0,-1.0,1.0,,,,-1.0,,,
3317323327,1256,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,-1.0,,,,,,-1.0,,,
3397277250,970,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3414840899,2104,1,-1.0,1.0,-1.0,-1.0,1,-2,-3,-1.0,,1.0,,-1.0,,-1.0,,,-1.0
3394655812,1255,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3378140739,1560,1,1.0,1.0,-1.0,1.0,1,2,-2,,-1.0,1.0,,-1.0,,0.0,,,
3210106444,1730,-1,1.0,-1.0,-1.0,-1.0,-2,-1,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3447346767,1917,1,1.0,1.0,1.0,1.0,1,1,3,1.0,1.0,1.0,1.0,1.0,,,,,
3436729935,1109,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3430569553,974,1,1.0,,1.0,1.0,0,1,0,,1.0,,,-1.0,,,,,
3442366034,869,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3378140755,2053,1,1.0,1.0,1.0,1.0,0,1,5,2.0,1.0,-1.0,1.0,1.0,1.0,,,,
3434632788,1181,-1,-1.0,-1.0,-1.0,,-1,0,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3443545686,1922,-1,1.0,-1.0,-1.0,1.0,-1,0,-1,,-1.0,-1.0,,-1.0,,1.0,,,
3367523929,1777,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3429520986,1137,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3437254235,1598,1,1.0,1.0,1.0,1.0,1,2,4,,1.0,1.0,,1.0,,2.0,,1.0,
3420870236,1192,-1,-1.0,-1.0,-1.0,,-1,0,-2,-2.0,,-1.0,,-1.0,,1.0,,,
3438171740,870,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3401733727,1519,1,-1.0,1.0,1.0,1.0,1,0,2,-1.0,,1.0,,1.0,,2.0,,,
3445511779,1931,-1,1.0,-1.0,-1.0,1.0,0,0,-5,-1.0,-1.0,1.0,,-2.0,-1.0,,,,-1.0
3411170918,1886,-1,1.0,-1.0,-1.0,1.0,-1,1,-3,-3.0,,-1.0,-1.0,-1.0,,1.0,,,
3406190183,1168,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3420608105,2219,-1,-1.0,-1.0,1.0,1.0,2,2,-1,1.0,,1.0,,-3.0,,1.0,,,
3440924267,1042,1,1.0,1.0,-1.0,1.0,0,1,0,,1.0,,,,,-1.0,,,
3365295724,1253,1,1.0,1.0,1.0,1.0,0,2,3,,1.0,,,1.0,,1.0,,,
3437516397,897,-1,1.0,-1.0,-1.0,,0,0,0,,-1.0,,,1.0,,,,,
3401471599,1196,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3326236276,1534,1,1.0,1.0,1.0,,1,0,3,,1.0,1.0,,1.0,,1.0,,,
3439351414,1714,1,-1.0,1.0,1.0,,0,0,1,1.0,,,,-1.0,,1.0,,,
3445511801,1887,1,1.0,1.0,1.0,-1.0,2,0,1,,1.0,1.0,,1.0,,-1.0,,,
3446953595,1237,1,1.0,1.0,1.0,1.0,0,1,2,,1.0,,,,,1.0,,,
3404224123,2078,1,1.0,1.0,1.0,1.0,2,0,1,,1.0,1.0,,1.0,,-1.0,,,
3397277310,1776,-1,1.0,-1.0,-1.0,1.0,-1,1,-2,,-1.0,-1.0,,1.0,,-2.0,,,
3444463230,1230,-1,1.0,-1.0,-1.0,1.0,0,0,-2,,-1.0,,,,,-1.0,,,
3432011390,1087,-1,-1.0,-1.0,-1.0,,0,0,-2,-1.0,,,,,,-1.0,,,
3441055363,1668,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1.0,-1.0,-1.0,,-1.0,,,,,
3391903363,1212,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3429389955,1495,1,-1.0,1.0,-1.0,-1.0,0,0,1,1.0,,,,-1.0,,1.0,,,
3437909640,2681,-1,-1.0,1.0,-1.0,1.0,-1,1,-2,-1.0,1.0,-1.0,,-2.0,,,,,-1.0
3431749260,1945,-1,1.0,-1.0,-1.0,,-2,0,-4,-1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3448002189,1141,1,1.0,1.0,1.0,,0,0,3,1.0,1.0,,,,,1.0,,,
3433059985,1540,1,1.0,1.0,-1.0,1.0,1,0,-1,1.0,,1.0,,-1.0,,-1.0,,,
3445773972,2268,1,-1.0,1.0,1.0,-1.0,0,-1,0,1.0,1.0,-1.0,,,,-2.0,,,
3446560405,940,-1,-1.0,,-1.0,-1.0,0,-1,-1,,,,,-1.0,,,,,
3394000534,2132,1,1.0,1.0,1.0,1.0,-1,1,1,1.0,-1.0,-1.0,,,,1.0,,,
3428996762,1566,1,1.0,1.0,1.0,,-2,0,5,1.0,,-1.0,,1.0,1.0,2.0,,1.0,
3445511838,1781,1,-1.0,1.0,1.0,1.0,1,1,4,1.0,2.0,1.0,,1.0,,,1.0,,
3434370722,1563,1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3446167203,1051,-1,-1.0,-1.0,-1.0,,0,0,-1,,,,,,,-1.0,,,
3437909667,1071,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3398588071,1771,1,-1.0,1.0,1.0,1.0,1,2,1,-1.0,,1.0,,1.0,,1.0,,,
3410908841,940,1,1.0,1.0,1.0,1.0,0,1,2,,1.0,,,1.0,,,,,
3423098540,560,1,1.0,,1.0,,0,0,2,1.0,,,,,,1.0,,,
3443938989,835,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3347076782,1818,1,1.0,1.0,1.0,1.0,1,1,1,,1.0,1.0,,1.0,,-1.0,,,
3432666798,940,-1,-1.0,-1.0,-1.0,,0,0,-1,1.0,-1.0,,,-1.0,,,,,
3423360687,1267,1,-1.0,,1.0,-1.0,0,-1,3,1.0,,,,1.0,,1.0,,,
3414972078,921,-1,-1.0,,1.0,-1.0,0,-1,0,,-1.0,,,1.0,,,,,
3428472502,2438,-1,-1.0,1.0,1.0,1.0,0,1,0,,0.0,1.0,,1.0,,-1.0,,,
3376699063,1356,-1,-1.0,,-1.0,1.0,0,2,0,,,,,-1.0,,1.0,,,
3438958264,1416,1,-1.0,1.0,1.0,1.0,1,1,2,1.0,,1.0,,,,1.0,,,
3387053753,1658,1,1.0,1.0,-1.0,1.0,-1,2,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3441710778,1941,-1,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1.0,,-1.0,,1.0,,1.0,,,
3438040764,1885,-1,-1.0,1.0,-1.0,,0,0,-3,-1.0,,-1.0,-1.0,-1.0,0.0,-1.0,,,
3399112381,1180,1,1.0,1.0,1.0,1.0,0,2,2,,1.0,,,1.0,,,,,
3314046654,1929,1,-1.0,-1.0,1.0,1.0,2,0,2,0.0,1.0,1.0,,,,1.0,,,
3383252669,1327,-1,-1.0,-1.0,-1.0,1.0,0,0,-3,-1.0,-1.0,,,-1.0,,,,,
3436467905,1212,1,1.0,1.0,1.0,1.0,0,1,3,1.0,,,,1.0,,1.0,,,
3445249730,1175,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-2,,,,,-1.0,,-1.0,,,
3434108612,766,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3434632902,1316,1,1.0,1.0,-1.0,1.0,1,1,-1,-1.0,-1.0,1.0,,1.0,,,,,
3358349003,1335,1,1.0,1.0,1.0,1.0,0,1,3,,1.0,,,1.0,,1.0,,,
3428865742,1887,1,-1.0,1.0,1.0,-1.0,0,-1,2,1.0,2.0,,,,,-1.0,,,
3421525711,1179,1,1.0,1.0,1.0,1.0,0,2,2,1.0,,,,,,1.0,,,
3447346894,1338,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3429914321,1294,-1,1.0,,-1.0,-1.0,0,-1,-1,-1.0,-1.0,,,,,1.0,,,
3432404695,962,-1,-1.0,,-1.0,1.0,0,1,-2,,-1.0,,,-1.0,,,,,
3420346074,1382,1,1.0,1.0,-1.0,,1,0,3,3.0,,1.0,1.0,-1.0,,1.0,,,
3403306715,2444,1,1.0,-1.0,1.0,1.0,1,1,2,,2.0,-1.0,,1.0,,-1.0,1.0,,
3433715420,1750,1,1.0,1.0,-1.0,1.0,0,2,-2,,-1.0,,,-1.0,,0.0,,,
3446429410,1386,1,-1.0,1.0,1.0,,-2,0,3,,2.0,-1.0,,1.0,-1.0,1.0,1.0,,
3443807973,1229,-1,-1.0,,1.0,1.0,0,0,1,,1.0,,,-1.0,,1.0,,,
3444332262,2220,1,-1.0,-1.0,1.0,-1.0,0,-1,1,-1.0,1.0,-1.0,,1.0,,,,,
3435550443,1527,-1,-1.0,-1.0,1.0,-1.0,1,0,-1,,-1.0,1.0,,-1.0,,1.0,,,
3431093996,1946,1,-1.0,1.0,1.0,-1.0,-1,-1,1,1.0,1.0,-1.0,,-1.0,,,,,
3375126253,641,1,1.0,1.0,,1.0,0,1,0,,,,,,,,,,
3409991406,1271,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3391248111,1220,-1,-1.0,,-1.0,-1.0,0,-2,-3,-1.0,,,,-1.0,,-1.0,,,
3420608240,1324,-1,1.0,-1.0,-1.0,,0,0,-3,,-1.0,1.0,,-1.0,,-1.0,,,-1.0
3424933617,2230,-1,1.0,-1.0,1.0,-1.0,-2,-1,-3,-1.0,1.0,-1.0,,-3.0,,,,,-1.0
3388888816,1402,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3293075190,973,1,1.0,,1.0,1.0,0,1,0,,,,,-1.0,,1.0,,,
3428341503,814,1,1.0,1.0,,1.0,0,1,0,,,,,,,,,,
3417200386,1217,1,1.0,1.0,-1.0,1.0,0,1,0,,-1.0,,,1.0,,,,,
3430831875,1798,-1,1.0,-1.0,-1.0,1.0,-2,1,-4,,-1.0,-1.0,,-2.0,,-1.0,,,-1.0
3434239753,990,1,1.0,1.0,1.0,,1,0,1,1.0,,1.0,,-1.0,,1.0,,,
3425326858,1479,1,1.0,1.0,1.0,1.0,0,1,1,,-1.0,,,1.0,,1.0,,,
3329906445,1914,1,1.0,1.0,1.0,1.0,-1,2,3,,1.0,-1.0,,1.0,,1.0,1.0,,
3422181138,988,-1,-1.0,1.0,1.0,,0,0,1,-1.0,,,,,,1.0,,,
3392165652,1745,1,1.0,1.0,-1.0,-1.0,0,0,1,1.0,,-1.0,,-1.0,,1.0,,,
3415103253,846,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3416282902,1731,-1,-1.0,-1.0,-1.0,-1.0,-1,0,-4,,-2.0,-1.0,,-1.0,,-1.0,-1.0,,
3444332309,941,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3428079387,1128,-1,-1.0,1.0,-1.0,,-1,0,-2,-1.0,,-1.0,,0.0,,-1.0,,,
3437254430,1624,1,1.0,1.0,-1.0,1.0,1,2,-2,0.0,-1.0,1.0,,,,-1.0,,,
3372898083,1438,-1,1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3424016166,1361,1,1.0,1.0,1.0,,0,0,5,2.0,1.0,,1.0,,1.0,1.0,,,
3378140966,1501,1,1.0,1.0,-1.0,-1.0,0,0,-1,,-1.0,,,-1.0,,1.0,,,
3335673640,1246,1,1.0,1.0,-1.0,1.0,0,2,1,,1.0,,,-1.0,,1.0,,,
3421263658,1163,1,1.0,1.0,-1.0,,-1,0,-2,,-1.0,-1.0,,-1.0,,,,,
3412743979,1108,1,1.0,,1.0,1.0,0,1,2,,,,,1.0,,1.0,,,
3426244395,1983,1,1.0,1.0,1.0,1.0,-1,0,4,1.0,1.0,-1.0,,2.0,,,,,1.0
3286652718,1935,1,-1.0,-1.0,1.0,-1.0,1,0,1,,1.0,1.0,,1.0,,-1.0,,,
3447871279,1062,1,1.0,1.0,-1.0,,1,0,2,2.0,,1.0,,-1.0,,1.0,,,
3439875887,1214,-1,1.0,-1.0,-1.0,1.0,0,0,-2,-1.0,-1.0,,,,,,,,
3376043825,1438,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3399505714,1563,-1,1.0,-1.0,-1.0,1.0,-1,1,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3446167345,1189,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3442366260,1528,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3306706735,1362,-1,-1.0,-1.0,-1.0,1.0,0,1,-3,-1.0,,,,-1.0,,-1.0,,,
3333314359,992,1,1.0,,1.0,,0,0,2,,1.0,,,,,1.0,,,
3404224317,2354,1,1.0,-1.0,1.0,1.0,0,1,0,,-1.0,-1.0,,0.0,,1.0,,,
3433977662,817,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3434633023,823,-1,-1.0,,1.0,,0,0,0,,1.0,,,,,-1.0,,,
3415234374,1205,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3439220554,1035,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3400816460,1772,1,1.0,1.0,1.0,1.0,-1,0,2,,1.0,-1.0,,0.0,,1.0,,,
3370669900,1756,1,1.0,1.0,-1.0,-1.0,2,-1,-2,,-1.0,1.0,,-1.0,,0.0,,,
3414316878,1002,-1,-1.0,,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3433715537,918,1,1.0,,1.0,1.0,0,1,1,,,,,,,1.0,,,
3384432465,1704,1,-1.0,1.0,1.0,-1.0,1,0,4,,1.0,1.0,,2.0,,1.0,,,1.0
3425064785,1732,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,1.0,,-1.0,,-1.0,,-2.0,,,
3352713042,1423,1,1.0,1.0,1.0,1.0,-1,2,4,,1.0,-1.0,,2.0,,1.0,,,1.0
3443939155,477,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3419690838,1509,-1,-1.0,-1.0,-1.0,1.0,-1,1,-4,-1.0,-2.0,-1.0,,,,-1.0,-1.0,,
3429128023,1548,1,1.0,1.0,1.0,,1,0,0,1.0,,1.0,,-1.0,,0.0,,,
3395311447,1678,-1,1.0,-1.0,1.0,1.0,-1,2,0,1.0,-2.0,-1.0,,,,1.0,,,
3390592857,992,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3443021650,1299,-1,-1.0,,-1.0,,0,0,-3,-1.0,,,,-1.0,,-1.0,,,
3422574418,2009,1,1.0,1.0,-1.0,1.0,0,0,-3,,-1.0,-1.0,,-2.0,1.0,-1.0,,,-1.0
3415627612,1590,1,1.0,1.0,1.0,-1.0,1,0,2,,2.0,1.0,,-1.0,,1.0,,,
3369883485,1399,-1,1.0,-1.0,-1.0,,-1,0,-4,-1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3414841182,1800,1,-1.0,1.0,1.0,1.0,1,2,2,,1.0,1.0,,0.0,,1.0,,,
3324270428,1329,1,1.0,1.0,-1.0,,1,0,1,1.0,1.0,1.0,,-1.0,,,,,
3423360862,2132,-1,1.0,-1.0,1.0,,-2,0,-2,1.0,-2.0,-1.0,,,,-1.0,,,
3379058529,1523,1,1.0,1.0,-1.0,1.0,1,0,-1,,-1.0,1.0,,-1.0,,1.0,,,
3428210526,1985,1,1.0,1.0,-1.0,1.0,0,1,0,,0.0,,,-1.0,,1.0,,,
3440793448,1683,1,1.0,1.0,1.0,1.0,1,2,2,,1.0,1.0,,1.0,,0.0,,,
3415889770,1227,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3439875947,1711,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,-1.0,-1.0,,1.0,,,,,
3383777134,1645,1,-1.0,1.0,-1.0,1.0,1,2,0,,-1.0,1.0,,-1.0,,2.0,,,
3416938350,1146,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3307886450,1807,1,1.0,-1.0,-1.0,-1.0,2,-1,-2,-1.0,-1.0,1.0,,,,0.0,,,
3439089525,1446,-1,-1.0,-1.0,1.0,1.0,0,1,3,1.0,1.0,,,,,1.0,,,
3428865910,1507,1,-1.0,1.0,1.0,1.0,1,0,1,1.0,-1.0,1.0,,,,1.0,,,
3352188795,1210,-1,-1.0,,1.0,,0,0,-1,,-1.0,,,-1.0,,1.0,,,
3423098748,667,1,-1.0,,-1.0,,0,0,0,,,,,-1.0,,1.0,,,
3355989888,1489,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3437516675,1598,1,-1.0,1.0,1.0,1.0,1,1,3,1.0,,1.0,,1.0,,1.0,,,
3399899013,1864,-1,1.0,-1.0,1.0,1.0,-2,0,0,-1.0,1.0,-1.0,,,,0.0,,,
3325581194,636,1,1.0,1.0,1.0,1.0,0,1,1,1.0,,,,,,,,,
3422312332,603,1,1.0,1.0,1.0,,0,0,1,,,,,,,1.0,,,
3410122637,1890,1,1.0,1.0,-1.0,1.0,-1,2,2,-1.0,1.0,-1.0,,2.0,,,,,
3420215180,1554,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3430307727,1084,-1,1.0,-1.0,-1.0,,-1,0,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3441973136,1725,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3430832013,1634,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,,-1.0,,-1.0,,-1.0,,,
3413661590,1841,-1,-1.0,1.0,1.0,-1.0,1,-2,0,1.0,1.0,1.0,,,,-2.0,,,
3440793495,1764,1,-1.0,1.0,-1.0,-1.0,1,-1,2,-1.0,,1.0,,1.0,,2.0,,,
3437909912,1843,-1,-1.0,-1.0,-1.0,1.0,-1,2,-2,1.0,-1.0,-1.0,,,,-2.0,,,
3400554391,1922,1,-1.0,1.0,1.0,1.0,2,2,1,,-1.0,1.0,,1.0,,1.0,,,
3315357596,1617,1,1.0,,-1.0,1.0,1,0,1,-1.0,,1.0,,1.0,,1.0,,,
3441579933,2548,-1,1.0,-1.0,1.0,-1.0,0,-1,0,-1.0,0.0,-1.0,,1.0,,,,,
3420215196,900,1,1.0,1.0,-1.0,,1,0,1,1.0,-1.0,1.0,,1.0,,,,,
3412875168,1694,1,1.0,1.0,1.0,-1.0,1,-2,2,2.0,1.0,1.0,,-1.0,,,,,
3394918306,1142,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3424933795,1363,-1,-1.0,-1.0,-1.0,1.0,0,1,-1,,-1.0,,,1.0,,-1.0,,,
3378010018,1628,1,-1.0,1.0,-1.0,-1.0,1,0,2,2.0,1.0,1.0,,,,-1.0,,,
3432535979,1089,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3416676268,1733,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3436599213,1416,1,1.0,1.0,1.0,,-1,0,5,1.0,1.0,-1.0,,,1.0,2.0,,1.0,
3433453486,1165,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,-1.0,,,,,,-1.0,,,
3446560687,1959,1,-1.0,-1.0,-1.0,,0,0,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3440924591,1297,-1,-1.0,-1.0,1.0,,-1,0,-1,,-3.0,-1.0,,1.0,,1.0,,,
3419428791,1048,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3289929655,1625,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,-1.0,-1.0,-1.0,,-2.0,,,,,-1.0
3439876026,1564,-1,-1.0,-1.0,1.0,-1.0,-1,-1,-1,,1.0,-1.0,,-1.0,,-1.0,,,
3435943868,2079,-1,1.0,-1.0,1.0,1.0,-2,2,-1,-3.0,1.0,-1.0,,1.0,,,,,
3425458114,2022,1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3410909127,1319,-1,-1.0,,1.0,-1.0,0,-1,-1,-1.0,-1.0,,,1.0,,,,,
3439876041,1353,-1,-1.0,-1.0,1.0,1.0,-1,1,1,1.0,,-1.0,,1.0,,-1.0,,,
3395966932,1789,-1,1.0,-1.0,-1.0,-1.0,-1,-1,-4,-1.0,,-1.0,,-2.0,,-1.0,,,-1.0
3407632344,1084,-1,-1.0,,1.0,-1.0,0,-1,0,1.0,,,,-1.0,,,,,
3447871453,795,1,1.0,1.0,-1.0,1.0,0,1,0,1.0,,,,,,-1.0,,,
3440007134,1414,-1,1.0,-1.0,1.0,-1.0,0,-2,-2,,-2.0,,,1.0,,-1.0,,,
3432011742,1352,1,1.0,1.0,-1.0,,-1,0,0,,-1.0,-1.0,,2.0,,-1.0,,,
3363198946,1234,1,1.0,1.0,-1.0,1.0,0,2,1,,1.0,,,-1.0,,1.0,,,
3309983715,2507,1,-1.0,1.0,-1.0,1.0,1,1,1,-1.0,3.0,1.0,,-1.0,,,1.0,,
3409991652,1472,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3443546084,1951,1,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,-1.0,,,,-1.0,,,
3414054884,1228,1,1.0,,-1.0,1.0,0,1,1,-1.0,1.0,,,,,1.0,,,
3441842152,1213,-1,-1.0,-1.0,1.0,,-1,0,-1,-3.0,1.0,-1.0,,1.0,,,,,
3429914601,874,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3445250026,668,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3276429291,2195,1,1.0,1.0,-1.0,,2,0,2,-1.0,1.0,1.0,,,,2.0,,1.0,
3392821234,1046,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3424540664,1482,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3423754235,2017,-1,-1.0,-1.0,-1.0,,-1,0,-3,-3.0,-1.0,-1.0,-1.0,1.0,,,,,
3404355579,1052,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3436730367,1842,-1,1.0,-1.0,1.0,1.0,-1,0,-3,-1.0,-3.0,-1.0,,1.0,,,-1.0,,
3262273536,2060,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,,1.0,-1.0,,0.0,,-1.0,,,
3422181379,1388,1,1.0,1.0,1.0,1.0,1,2,1,1.0,1.0,1.0,,,,-1.0,,,
3428603907,1139,-1,1.0,-1.0,-1.0,,0,0,-2,,-1.0,,,,,-1.0,,,
3428210696,1169,1,1.0,,1.0,1.0,0,1,1,,,,,1.0,,,,,
3435681801,1294,1,1.0,1.0,1.0,,0,0,0,1.0,,,,1.0,,-2.0,,,
3440531466,1658,1,1.0,1.0,1.0,-1.0,0,-1,4,2.0,1.0,,1.0,,,1.0,,,
3433322507,1521,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3446691853,1944,-1,1.0,-1.0,-1.0,1.0,1,2,-3,-2.0,-1.0,1.0,-1.0,,1.0,-1.0,,,
3403307021,1497,1,-1.0,1.0,1.0,-1.0,0,0,2,1.0,0.0,,,1.0,,,,,
3428603921,1287,-1,-1.0,-1.0,1.0,-1.0,0,-2,1,,-1.0,,,1.0,,1.0,,,
3424147474,1916,1,1.0,1.0,1.0,1.0,1,2,2,1.0,,1.0,,0.0,,1.0,,,
3427162130,973,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3438041110,1069,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3448789017,1456,-1,-1.0,-1.0,1.0,1.0,-1,0,1,,-1.0,-1.0,,1.0,,1.0,,,
3379058714,1344,1,1.0,1.0,-1.0,1.0,1,1,1,-1.0,1.0,1.0,,,,1.0,,,
3430701081,1908,1,-1.0,1.0,-1.0,-1.0,1,0,1,1.0,1.0,1.0,,-1.0,,,,,
3421132828,756,1,1.0,1.0,1.0,,0,0,2,1.0,,,,1.0,,,,,
3428079649,787,1,1.0,1.0,-1.0,,1,0,0,-1.0,,1.0,,,,1.0,,,
3434633250,1648,1,1.0,1.0,-1.0,1.0,1,2,2,1.0,2.0,1.0,,-1.0,,,,,
3432798242,2436,-1,-1.0,1.0,-1.0,-1.0,-1,-1,-2,1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3440400433,1073,-1,-1.0,-1.0,-1.0,,0,0,-4,-1.0,-1.0,,,,,-2.0,,-1.0,
3412875314,1871,-1,1.0,-1.0,-1.0,1.0,-1,2,1,-1.0,,-1.0,,1.0,,1.0,,,
3414841395,914,1,1.0,,1.0,-1.0,0,-1,2,,1.0,,,,,1.0,,,
3427293236,1056,-1,-1.0,-1.0,-1.0,,-1,0,-4,-2.0,-1.0,-1.0,-1.0,-1.0,,,,,
3432405046,1774,-1,-1.0,-1.0,1.0,,0,0,-1,1.0,1.0,-1.0,,-3.0,,,,,-1.0
3429521463,1660,-1,1.0,-1.0,-1.0,1.0,-1,0,-4,,-1.0,-1.0,,-2.0,,-1.0,,,-1.0
3438696504,1722,1,1.0,-1.0,-1.0,1.0,1,0,0,,-1.0,1.0,,2.0,,-1.0,,,
3258079287,971,-1,-1.0,,-1.0,,0,0,-2,,-1.0,,,,,-1.0,,,
3434108986,556,-1,1.0,,-1.0,,0,0,-1,,,,,,,-1.0,,,
