,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,bluebaronKills,redbaronKills,blueriftHeraldKills,redriftHeraldKills,bluedragonKills,reddragonKills,blueElemDragNum,blueFIRE_DRAGON,blueEARTH_DRAGON,redElemDragNum,redFIRE_DRAGON,redEARTH_DRAGON,1FIRE_DRAGONteam,1FIRE_DRAGONtime,2EARTH_DRAGONteam,2EARTH_DRAGONtime,RIFTHERALD1team,RIFTHERALD1time,firstBaron,1ELDER_DRAGONteam,1ELDER_DRAGONtime,blueAIR_DRAGON,FIRE_DRAGONSoulteam,FIRE_DRAGONSoultime,redAIR_DRAGON,1AIR_DRAGONteam,1AIR_DRAGONtime,3FIRE_DRAGONteam,3FIRE_DRAGONtime,4FIRE_DRAGONteam,4FIRE_DRAGONtime,BARON_NASHOR1team,BARON_NASHOR1time,blueWATER_DRAGON,redWATER_DRAGON,1WATER_DRAGONteam,1WATER_DRAGONtime,2WATER_DRAGONteam,2WATER_DRAGONtime,RIFTHERALD2team,RIFTHERALD2time,3AIR_DRAGONteam,3AIR_DRAGONtime,4AIR_DRAGONteam,4AIR_DRAGONtime,EARTH_DRAGONSoulteam,EARTH_DRAGONSoultime,2AIR_DRAGONteam,2AIR_DRAGONtime,3EARTH_DRAGONteam,3EARTH_DRAGONtime,4EARTH_DRAGONteam,4EARTH_DRAGONtime,WATER_DRAGONSoulteam,WATER_DRAGONSoultime,3WATER_DRAGONteam,3WATER_DRAGONtime,4WATER_DRAGONteam,4WATER_DRAGONtime,AIR_DRAGONSoulteam,AIR_DRAGONSoultime,5AIR_DRAGONteam,5AIR_DRAGONtime,2FIRE_DRAGONteam,2FIRE_DRAGONtime,1EARTH_DRAGONteam,1EARTH_DRAGONtime,5EARTH_DRAGONteam,5EARTH_DRAGONtime,BARON_NASHOR2team,BARON_NASHOR2time,5WATER_DRAGONteam,5WATER_DRAGONtime,6WATER_DRAGONteam,6WATER_DRAGONtime,5FIRE_DRAGONteam,5FIRE_DRAGONtime,6FIRE_DRAGONteam,6FIRE_DRAGONtime,BARON_NASHOR3team,BARON_NASHOR3time,6EARTH_DRAGONteam,6EARTH_DRAGONtime,6AIR_DRAGONteam,6AIR_DRAGONtime,7FIRE_DRAGONteam,7FIRE_DRAGONtime,7EARTH_DRAGONteam,7EARTH_DRAGONtime,BARON_NASHOR4team,BARON_NASHOR4time,2ELDER_DRAGONteam,2ELDER_DRAGONtime,7AIR_DRAGONteam,7AIR_DRAGONtime,7WATER_DRAGONteam,7WATER_DRAGONtime,3ELDER_DRAGONteam,3ELDER_DRAGONtime,BARON_NASHOR5team,BARON_NASHOR5time,soul_team
3423753588,2215,red,blue,red,blue,blue,0,1,2,0,2,4,2,,1,4,,3,,,,,blue,565376,red,,,1,,,0,blue,374662,,,,,red,1808008,0,1,,,red,708015,blue,962374,,,,,red,1981349,,,blue,1041476,red,1363236,,,,,,,,,,,,,,,red,1672113,,,,,,,,,,,,,red,1981349,,,,,,,,,,,,,,,,,,,red
3364246902,1169,blue,blue,,blue,blue,0,0,1,0,3,0,3,1,1,0,0,0,,,,,blue,665863,,,,1,,,0,,,,,,,,,,,,,,,,,blue,1157124,,,,,,,,,,,,,,,,,,,,,blue,846381,blue,522959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438040438,1186,blue,blue,blue,blue,blue,0,0,2,0,2,0,2,1,1,0,0,0,blue,638094,blue,964006,blue,520946,,,,,,,,,,,,,,,,,,,,,,blue,957133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425588604,1655,blue,red,blue,blue,red,0,1,0,2,3,1,3,1,1,1,1,0,,,blue,716171,red,612321,red,,,1,,,0,blue,366126,blue,1027854,red,1359254,red,1458216,,,,,,,red,1068945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426112897,1612,blue,blue,blue,red,blue,1,0,2,0,1,2,1,1,,2,0,,,,,,blue,605165,blue,,,0,,,1,red,571738,blue,1249566,,,blue,1503910,0,1,,,red,912354,blue,1020462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446429058,1372,red,red,red,red,red,0,0,0,1,0,3,0,0,0,3,1,1,red,403007,,,red,929076,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,red,794185,red,1112809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368441219,1067,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435943300,1776,red,red,red,red,blue,0,1,1,0,1,3,1,1,0,3,0,1,,,,,blue,1158794,red,,,0,,,2,,,,,,,red,1659630,,,,,,,,,red,1235022,red,1556072,,,,,,,,,,,,,,,,,,,blue,905280,red,568972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433977220,2078,blue,red,blue,red,blue,2,0,1,1,1,4,1,1,0,4,2,1,,,red,856917,blue,549093,blue,,,0,red,1856127,1,red,500492,blue,1178598,red,1545936,blue,1358995,,,,,,,red,943807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,1771513,,,,,red,1856127,,,,,,,,,,,,,,,,,,,,,,,,,red
3440006532,1804,red,red,red,red,red,0,1,0,1,1,2,1,0,1,2,1,0,red,783741,blue,1184446,red,1014771,red,,,,,,,,,,,,,red,1607474,0,1,,,,,,,,,,,,,,,,,,,,,red,1521225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432142215,1302,blue,blue,,blue,blue,0,0,2,0,3,0,3,1,,0,0,,,,,,blue,561575,,,,1,,,0,blue,465673,,,,,,,1,0,,,,,blue,1036373,,,,,,,,,,,,,,,blue,1248293,,,,,,,blue,815648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421918599,1601,blue,blue,blue,blue,red,0,0,0,1,3,0,3,1,,0,0,,,,,,red,843850,,,,1,,,0,blue,898953,blue,1546564,,,,,1,0,,,blue,1223857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425457539,1049,blue,blue,blue,blue,blue,0,0,1,0,2,0,2,1,,0,0,,blue,497112,,,blue,623676,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,blue,852929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418903944,1233,red,red,,red,blue,0,0,1,1,0,1,0,,0,1,,1,,,,,blue,717683,,,,,,,,,,,,,,,,,,,,,,red,1173587,,,,,,,,,,,,,,,,,,,,,,,,,red,887655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432535434,1003,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382728071,2368,blue,blue,blue,red,blue,2,0,1,0,3,3,3,0,,3,1,,red,487365,,,blue,710456,blue,,,3,,,1,,,,,,,blue,1661518,0,1,,,red,855623,,,red,1184766,blue,1496638,,,,,,,,,,,,,,,,,blue,1809379,,,,,,,blue,2188351,,,,,,,,,,,,,blue,2158552,,,,,,,,,,,,,,,,,
3416675727,1920,red,red,red,red,blue,0,1,1,1,2,2,2,,1,2,,1,,,,,blue,741625,red,,,0,,,1,red,538452,,,,,red,1596024,1,0,,,blue,857948,red,1124896,,,,,,,,,red,1205918,blue,1553548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430700432,1366,red,red,,red,red,0,1,0,1,0,3,0,,0,3,,1,,,,,red,880839,red,,,0,,,1,,,,,,,red,1345304,0,1,,,red,730019,,,red,1045929,,,,,,,,,,,,,,,,,,,,,,,red,403870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417462162,1660,blue,red,blue,blue,red,1,0,0,2,3,1,3,2,0,1,0,1,,,red,875282,red,597713,blue,,,,,,,,,blue,1206030,blue,1558869,blue,1541331,1,0,blue,560811,,,red,989394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423360402,1961,red,red,red,blue,red,0,1,0,1,1,3,1,1,0,3,0,2,blue,653487,,,red,837092,red,,,,,,,,,,,,,red,1834274,0,1,,,red,963910,,,,,,,,,,,red,1320413,red,1633780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426768276,1016,blue,red,,blue,,0,0,0,0,2,0,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,883633,blue,719870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438302613,2405,red,red,red,blue,blue,0,2,1,0,2,4,2,,1,4,,0,,,,,blue,933432,red,,,0,,,4,,,,,,,red,1864487,1,0,,,blue,973029,,,red,1317886,red,1660916,,,,,,,,,,,,,,,red,2311245,red,2006906,,,blue,455312,,,red,2270587,,,,,,,,,,,,,red,2311245,,,,,,,,,,,,,,,,,red
3412088217,1294,red,red,red,blue,red,0,0,1,1,3,0,3,1,1,0,0,0,,,blue,863607,red,671755,,,,,,,,,,blue,1180662,,,,,1,0,blue,538481,,,blue,1077386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413136796,934,red,red,,red,blue,0,0,1,1,0,1,0,,,1,,,,,,,blue,503955,,,,,,,,,,,,,,,,0,1,red,624812,,,red,894355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380368798,1834,blue,red,blue,blue,,1,0,0,0,2,2,2,1,0,2,1,1,,,red,901312,,,blue,,,,,,,,,red,1223400,blue,1551731,blue,1643298,1,0,blue,554877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373290911,1998,red,red,red,blue,red,1,1,0,1,1,4,1,0,0,4,3,1,,,red,821726,red,976067,blue,,,,red,1824111,,,,red,1157119,red,1478060,blue,1413481,1,0,blue,450674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1854343,,,,,red,1824111,,,,,,,,,,,,,,,,,,,,,,,,,red
3432273311,844,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433715108,1389,red,red,red,blue,,0,1,0,0,1,4,1,0,,4,1,,,,,,,,red,,,1,,,0,blue,421568,,,,,red,1213391,0,3,,,,,,,,,,,,,,,,,,,red,1136407,red,775435,red,948304,,,,,red,600128,,,,,,,red,1136407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3432142246,1751,red,blue,,red,,0,1,0,0,1,3,1,0,0,3,1,1,,,,,,,red,,,1,,,1,,,,,,,red,1703583,,,,,,,,,red,1172288,blue,1497176,,,,,,,,,,,,,,,,,,,red,846829,red,503197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444200873,841,blue,blue,blue,blue,,1,0,0,0,2,1,2,0,,1,1,,,,,,,,blue,,,1,,,0,,,red,719607,,,blue,695067,1,0,blue,350776,,,,,,,,,,,blue,551343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443021228,1736,blue,blue,blue,blue,red,0,1,0,1,4,0,4,2,1,0,0,0,,,blue,902466,red,895554,red,,,1,blue,1678749,0,blue,577381,blue,1363632,blue,1678749,red,1283663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3447084463,1337,red,red,red,blue,red,0,0,0,1,2,1,2,,1,1,,0,,,,,red,687701,,,,1,,,0,,,,,,,,,0,1,,,red,973040,,,blue,1286065,,,,,,,,,,,,,,,,,,,,,,,blue,592520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423098287,850,blue,blue,blue,blue,,0,1,0,0,1,2,1,0,1,2,1,0,,,,,,,red,,,,,,,,,,,,,red,635153,0,1,,,,,,,,,,,,,,,,,,,,,red,730851,,,,,,,red,548512,blue,391833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321910706,1529,red,red,red,blue,red,0,1,1,1,2,2,2,,0,2,,1,,,red,776935,red,666918,red,,,1,,,0,blue,408250,,,,,red,1387385,1,1,,,,,blue,1171218,,,,,,,,,,,,,,,blue,1141227,red,1472515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425981876,964,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447215541,1106,blue,red,red,blue,,1,0,0,0,2,2,2,1,,2,0,,blue,415608,,,,,blue,,,0,,,1,,,,,,,blue,937351,1,1,,,,,,,,,,,,,red,580426,,,,,,,blue,773370,red,943130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446298038,2307,red,blue,red,blue,blue,0,2,2,0,2,4,2,,1,4,,0,,,,,blue,599630,red,,,1,,,0,,,,,,,red,1475583,0,4,,,,,blue,1045893,,,,,,,blue,707237,,,,,red,2025172,red,1024649,red,1381231,,,,,,,blue,350420,,,red,1965094,red,1716486,red,2025172,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3437254071,1650,blue,blue,blue,blue,blue,1,0,1,0,4,0,4,,1,0,,0,,,,,blue,870079,blue,,,2,,,0,,,,,,,blue,1553379,1,0,,,blue,782482,,,blue,1119758,blue,1462641,,,,,,,,,,,,,,,blue,1462641,,,,,blue,464244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3443021239,1497,red,blue,red,blue,blue,0,0,2,0,2,1,2,0,1,1,1,0,,,,,blue,780708,,,,1,,,0,,,,,,,,,,,,,,,blue,1168225,blue,1155113,,,,,,,,,,,,,,,,,,,,,red,789924,blue,453953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418772921,1510,red,red,red,blue,red,0,0,0,1,1,2,1,0,0,2,1,1,,,,,red,972631,,,,,,,,,,,,,,,,1,0,blue,399346,,,,,,,,,,,,,red,1128581,,,,,,,,,,,,,red,774736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434108343,1103,blue,red,blue,blue,,1,0,0,0,3,1,3,1,,1,0,,blue,458295,,,,,blue,,,1,,,0,,,,,,,blue,1059665,1,1,,,,,,,,,,,,,blue,667571,,,,,,,blue,877601,red,1073834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409466813,2108,red,blue,blue,blue,red,0,1,0,1,3,2,3,1,2,2,0,1,blue,593202,,,red,739952,red,,,,,,,,,,,,,red,1817633,0,1,,,red,973484,,,,,,,,,,,blue,1284835,red,1630635,,,,,,,,,,,,,,,blue,1974633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404748223,914,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438695874,2079,red,red,red,blue,red,1,1,0,2,3,2,3,1,1,2,0,2,blue,550408,,,red,574883,red,,,1,,,0,,,,,,,red,1632467,,,,,,,red,997881,,,,,,,blue,866432,red,1206372,red,1544067,,,,,,,,,,,,,,,blue,1855572,blue,2017623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444594116,989,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425719749,2108,blue,blue,blue,red,blue,2,0,1,0,5,1,4,0,3,1,1,0,red,341921,,,blue,776706,blue,blue,2050545,,,,,,,,,,,blue,1456184,1,0,,,blue,661037,,,,,,,blue,1676845,,,blue,1044572,blue,1364862,,,,,,,,,,,,,,,blue,1676845,blue,1966539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3429127621,1239,blue,blue,blue,blue,blue,0,0,2,0,2,0,2,,1,0,,0,,,blue,1046087,blue,590689,,,,1,,,0,blue,727050,,,,,,,,,,,,,blue,1011959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440006599,1198,blue,blue,blue,blue,,1,0,0,0,2,3,2,1,,3,0,,blue,362907,,,,,blue,,,1,,,2,,,,,,,blue,858415,0,1,,,red,567325,,,red,784828,red,957389,,,,,,,,,,,,,,,,,blue,1134123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342489032,961,red,red,,blue,red,0,0,0,1,1,1,1,1,0,1,0,1,blue,340298,red,659478,red,823277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424409032,1339,red,red,blue,red,,0,1,0,0,0,5,0,0,,4,1,,red,381381,,,,,red,red,1317715,0,,,2,,,,,,,red,1135611,0,1,,,red,553447,,,red,717333,red,911360,,,,,,,,,,,,,,,red,911360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3334231498,1652,blue,red,red,red,,0,0,0,0,0,2,0,,0,2,,1,,,red,1551710,,,,,,,,,,,,,,,,,,0,1,red,711512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432273357,1455,red,red,red,red,blue,0,1,1,0,1,2,1,1,0,2,0,1,,,,,blue,894323,red,,,0,,,1,red,449300,,,,,red,1254984,,,,,,,,,,,,,,,,,red,1130837,,,,,,,,,,,,,blue,803715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370014160,886,red,red,red,red,red,0,0,0,1,0,2,0,0,,2,1,,,,,,red,661856,,,,0,,,1,red,390926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,749081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419559377,1065,blue,blue,,blue,red,0,0,0,1,3,0,3,,1,0,,0,,,blue,707894,red,795265,,,,1,,,0,,,,,,,,,1,0,blue,390165,,,,,blue,1036138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443676626,1346,blue,red,blue,red,,1,1,0,0,0,4,0,,0,4,,2,,,,,,,blue,,,0,,,1,red,497728,,,,,blue,978370,0,1,,,red,674292,,,,,,,red,1076385,,,red,881159,red,1076385,,,,,,,,,,,,,,,,,red,1317283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3404748243,749,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324007892,834,red,blue,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430962646,1068,red,red,red,red,,0,1,0,0,0,4,0,0,,4,1,,,,,,,,red,,,0,,,1,red,342919,,,,,red,975497,0,2,,,,,,,,,,,,,,,,,,,red,864667,red,684749,red,864667,,,,,red,513034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3246151128,1838,red,red,red,blue,blue,0,1,1,0,3,2,3,1,1,2,0,2,,,,,blue,836958,red,,,1,,,0,blue,419686,,,,,red,1396699,,,,,,,,,,,,,,,,,red,1082246,blue,1440032,,,,,,,,,,,blue,765776,,,red,1751323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437909465,1059,red,red,,red,red,0,0,0,1,0,2,0,0,,2,1,,red,670565,,,red,728573,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,red,1023371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441579482,1731,red,red,red,red,red,0,1,0,2,2,2,2,1,,2,0,,,,,,red,529233,red,,,1,,,1,,,,,,,red,1367561,0,1,red,356254,,,red,945774,red,1071818,blue,1389607,,,,,,,,,,,,,,,,,,,blue,757710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423098334,1703,blue,blue,blue,red,blue,1,0,2,0,3,1,3,1,2,1,0,0,,,,,blue,538932,blue,,,0,,,1,red,592676,,,,,blue,1552311,,,,,,,blue,989280,,,,,,,,,blue,1267618,blue,1592677,,,,,,,,,,,blue,940921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419821534,1110,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435681247,1192,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397015007,2011,red,red,red,red,red,0,1,0,2,1,3,1,1,,3,0,,,,,,red,732768,red,,,0,,,1,red,562347,,,,,red,1565292,0,2,,,,,red,1127988,,,,,,,,,,,,,,,red,1344615,red,1663842,,,,,blue,876487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418904037,2410,blue,red,red,red,red,1,0,0,1,5,1,4,3,,1,0,,,,,,red,1069677,blue,blue,2310416,1,blue,1932786,0,,,blue,1229045,blue,1586858,blue,2017508,0,1,red,318004,,,,,,,,,,,blue,887414,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,1932786,,,,,,,,,,,,,,,,,,,,,,,,,blue
3438958054,921,red,red,,red,blue,0,0,1,0,0,2,0,0,0,2,1,1,red,384066,red,713715,blue,743138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440924137,1083,red,red,red,blue,,0,0,0,0,1,3,1,1,,3,0,,blue,440625,,,,,,,,0,,,1,,,,,,,,,0,2,,,,,,,,,,,,,red,615416,,,,,,,red,815342,red,984610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425719787,884,red,red,red,red,,0,1,0,0,0,3,0,0,0,3,1,1,,,,,,,red,,,0,,,1,,,,,,,red,828105,,,,,,,,,red,759925,,,,,,,,,,,,,,,,,,,,,red,584819,red,403833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436860907,548,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419821547,2276,blue,blue,blue,blue,blue,1,1,1,0,4,2,4,0,,2,1,,,,,,blue,829742,red,,,3,,,1,,,,,,,red,1317146,1,0,blue,383461,,,,,blue,1070424,red,1394803,,,,,,,,,,,,,,,blue,2024601,blue,1704905,red,719389,,,,,blue,1870485,,,,,,,,,,,,,blue,2024601,,,,,,,,,,,,,,,,,blue
3390330347,1594,red,red,red,blue,blue,0,1,1,1,2,2,2,,1,2,,0,,,,,blue,630952,red,,,1,,,1,,,,,,,red,1402366,0,1,,,red,870434,red,1117190,blue,1206043,red,1522093,,,,,,,,,,,,,,,,,,,,,blue,549573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429914095,1410,red,blue,red,red,,0,1,0,0,0,4,0,0,,4,2,,,,,,,,red,,,0,red,1199496,1,red,678036,red,1009746,red,1199496,red,1332735,0,1,,,red,837693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3432011255,1040,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446429180,1056,red,red,red,red,red,0,0,0,1,0,2,0,0,,2,1,,,,,,red,960170,,,,,,,,,,,,,,,,0,1,red,471796,,,,,,,,,,,,,,,,,,,,,,,,,,,red,789773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346814461,2099,red,red,red,red,red,0,1,0,1,2,3,2,0,,3,1,,red,469824,,,red,653283,red,,,1,,,0,,,,,,,red,1936298,1,2,,,,,,,,,,,,,blue,833381,,,,,,,blue,1169859,red,1477105,,,,,,,,,,,,,red,1798569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415234047,2069,red,blue,red,blue,red,0,2,1,1,3,1,3,1,1,1,0,0,,,,,red,732867,red,,,1,,,1,,,,,,,red,1304666,,,,,,,blue,1141582,blue,1393715,red,1730783,,,,,,,,,,,,,,,,,,,blue,1066374,blue,746111,,,red,1905238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408287232,1329,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423360511,1955,red,red,blue,blue,red,1,1,1,1,3,2,3,1,,2,0,,blue,557503,,,red,611583,blue,,,1,,,0,,,,,,,blue,1349239,1,2,,,,,blue,1042472,,,,,,,blue,871943,,,,,,,blue,1187617,red,1539540,,,,,,,,,,,red,1784444,red,1846221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446298114,1894,blue,blue,blue,red,blue,0,0,1,0,1,3,1,0,1,3,1,1,red,712655,,,,,,,,,,,,,,,,,,,,0,1,,,red,1048748,,,,,,,,,,,blue,1383106,red,1693978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405403651,942,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444200960,802,red,red,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
